"Plot_Name","Unit_Code","Panel","Physio","Directions","Location_Notes","SampleYear","Lat","Long","IsStuntedWoodland","Num_Live_Trees","Num_Dead_Trees","Inv_Shrub_Cov","Num_Seedlings","Num_Saplings","Num_Quad_Species","Num_Add_Species","BL","BR","UL","UR"
"ACAD-065","ACAD","2","Mesic- Moist Slopes and Coves","Took the Long Pond Trail until its intersection with the Bowdidge trail. We headed off path at an azimuth of 120 for about 160m.","Birch - spruce canopy. Older spruce understory.",2023,44.045069,-68.622098,FALSE,16,1,0,1,1,5,2,"ACAD_065_BL_20230627.JPG","ACAD_065_BR_20230627.JPG","ACAD_065_UL_20230627.JPG","ACAD_065_UR_20230627.JPG"
"ACAD-066","ACAD","2","Mesic- Moist Slopes and Coves","took Bowditch trail- but if can get a lift maybe not best","Dense spruce. 2019 - rather open understory actually.",2023,44.055922,-68.623365,FALSE,28,1,0,5,8,6,8,"ACAD_066_BL_20230628.JPG","ACAD_066_BR_20230628.JPG","ACAD_066_UL_20230628.JPG","ACAD_066_UR_20230628.JPG"
"ACAD-067","ACAD","2","Mesic- Rolling Uplands","take road from Eli Creek Cabin south, cross Eli creek, begin ascending, turn in toward west for about 300m.","Red pine, red spruce woodland w huckleberry understory.",2023,44.038806,-68.637115,FALSE,10,0,0,15,4,13,4,"ACAD_067_BL_20230627.JPG","ACAD_067_BR_20230627.JPG","ACAD_067_UL_20230627.JPG","ACAD_067_UR_20230627.JPG"
"ACAD-068","ACAD","2","Mesic- Rolling Uplands","Parked at the end of Mill Brook rd and followed a unmaintained road, until cutting in at an azimuth of 100 for 900m. We followed the park boundary for a while.","Young birch spruce forest.  Some open areas, but not quite woodland.",2023,44.403525,-68.274559,FALSE,21,4,0,28,2,11,4,"ACAD_068_BL_20230711.JPG","ACAD_068_BR_20230711.JPG","ACAD_068_UL_20230711.JPG","ACAD_068_UR_20230711.JPG"
"ACAD-069","ACAD","2","Mesic- Moist Slopes and Coves","park on loop- head in below the swamp","Spruce, with lots of baby spruce in an open understory.",2023,44.356855,-68.070786,FALSE,14,1,0,44,4,12,3,"ACAD_069_BL_20230710.JPG","ACAD_069_BR_20230710.JPG","ACAD_069_UL_20230710.JPG","ACAD_069_UR_20230710.JPG"
"ACAD-070","ACAD","2","Mesic- Rolling Uplands","From Schdic head access rd., park at the power line cut and walk in about 200 m.  Then turn west and bushwack about 100m to plot.","Red spruce forest with huckleberry understory.",2023,44.350565,-68.065641,FALSE,13,1,0,13,0,16,7,"ACAD_070_BL_20230710.JPG","ACAD_070_BR_20230710.JPG","ACAD_070_UL_20230710.JPG","ACAD_070_UR_20230710.JPG"
"ACAD-071","ACAD","2","Mesic- Flatwoods","Parking at the Mill Field Parking Lot, walk down the road and head in at about 50m."," Poplar-spruce overstory,cedar-spruce understory.",2023,44.294713,-68.361614,FALSE,26,2,0,6,13,9,7,"ACAD_071_BL_20230621.JPG","ACAD_071_BR_20230621.JPG","ACAD_071_UL_20230621.JPG","ACAD_071_UR_20230621.JPG"
"ACAD-072","ACAD","2","Mesic- Floodplains/Bottomlands","walk in on Hio rd, plot approximately 530 m from rd","Spruce, carpet moss. Newly down trees criss-cross the plot.",2023,44.249429,-68.330352,FALSE,18,3,0,31,9,17,2,"ACAD_072_BL_20230626.JPG","ACAD_072_BR_20230626.JPG","ACAD_072_UL_20230626.JPG","ACAD_072_UR_20230626.JPG"
"ACAD-073","ACAD","2","Mesic- Moist Slopes and Coves","go due north from road that parallels seal cove road for 450m","Red spruce, red maple forest.",2023,44.288576,-68.368562,FALSE,14,1,0,21,3,12,6,"ACAD_073_BL_20230620.JPG","ACAD_073_BR_20230620.JPG","ACAD_073_UL_20230620.JPG","ACAD_073_UR_20230620.JPG"
"ACAD-074","ACAD","2","Mesic- Rolling Uplands","parked at eagle lake carriage trail parking lot and followed the aunt betty pond carriage trail until 70m were left - and then turned in.","White pine - spruce, stem exclusion phase.  Changed orientation from 270 to 265 on 6/23/15",2023,44.370537,-68.256102,FALSE,38,9,0,0,0,4,2,"ACAD_074_BL_20230707.JPG","ACAD_074_BR_20230707.JPG","ACAD_074_UL_20230707.JPG","ACAD_074_UR_20230707.JPG"
"ACAD-075","ACAD","2","Mesic- Moist Slopes and Coves","Drive up Breakneck Carriage rd then walk across beaver dam in between the upper and lower breakneck ponds. Then bushwack to plot (about 750m total). There is an old rd that you can follow most of the way there.","Dense and sprucy.",2023,44.387779,-68.264709,FALSE,20,3,0,9,7,11,2,"ACAD_075_BL_20230711.JPG","ACAD_075_BR_20230711.JPG","ACAD_075_UL_20230711.JPG","ACAD_075_UR_20230711.JPG"
"ACAD-076","ACAD","2","Mesic- Moist Slopes and Coves","Park on Western Mtn. road and hike south about 350m to plot through spruce thickets and mossy glens.","Spruce forest overtaking tall big-toothed aspen.",2023,44.282551,-68.376434,FALSE,16,1,0,25,2,12,8,"ACAD_076_BL_20230620.JPG","ACAD_076_BR_20230620.JPG","ACAD_076_UL_20230620.JPG","ACAD_076_UR_20230620.JPG"
"ACAD-077","ACAD","2","Mesic- Rolling Uplands","Parked on loop road and followed gorge path, turned in at 80m remaining.","aspen-birch forest, open understory.. 

6/23/2015: Orientation changed from 270 to 255. All stakes were way out of tolerance by roughly +15 degrees.",2023,44.362597,-68.222331,FALSE,28,5,0,1,5,6,2,"ACAD_077_BL_20230707.JPG","ACAD_077_BR_20230707.JPG","ACAD_077_UL_20230707.JPG","ACAD_077_UR_20230707.JPG"
"ACAD-078","ACAD","2","Xeric- Dry Slopes","Ask permission to park in Miller Garden's old driveway. Very nice older couple w/ forestry degrees. Then walk short way north along road back to the park boundary. Cut in up gentle slope through relatively open oak. Stay south of plot to avoid steep treacherous rocky slope until 100m from plot. Approach by following slope contours for easiest way.","Lots of little gray birch, some maple and aspen - BR stake offset 0.3m towards bottom left corner.",2023,44.332888,-68.196408,FALSE,18,4,0,12,24,11,14,"ACAD_078_BL_20230706.JPG","ACAD_078_BR_20230706.JPG","ACAD_078_UL_20230706.JPG","ACAD_078_UR_20230706.JPG"
"ACAD-079","ACAD","2","Mesic- Rolling Uplands","Park at Parkman Mnt. Lot, take Hadlock brook trail to Sargent south ridge trail- plot only 30m from trail","Spruce, right near top of mountain.",2023,44.333329,-68.271662,FALSE,14,13,0,22,4,9,10,"ACAD_079_BL_20230705.JPG","ACAD_079_BR_20230705.JPG","ACAD_079_UL_20230705.JPG","ACAD_079_UR_20230705.JPG"
"ACAD-080","ACAD","2","Xeric- Dry Slopes","start at parking lot for long pond fire rd, 800m from road- best to GPS car. 2015 - Much easier bushwack if you park at pine hill parking and walk along ridge instead of walking along steep cliffy hillside on lake's edge.","Fairly open spruce-pine overstrory, huckleberry understory; 
BL stake offset at 9.9 m from plot center along the 298* azimuth from plot center.
Reset UC",2023,44.321561,-68.394719,FALSE,12,3,0,7,2,9,4,"ACAD_080_BL_20230622.JPG","ACAD_080_BR_20230622.JPG","ACAD_080_UL_20230622.JPG","ACAD_080_UR_20230622.JPG"
"ACAD-081","ACAD","3","Xeric- Dry Slopes","Off of 233","Dry southern mixedwood slope with dense understory.",2024,44.380022,-68.248512,FALSE,14,8,0,14,3,10,9,"ACAD_081_BL_20240620.JPG","ACAD_081_BR_20240620.JPG","ACAD_081_UL_20240620.JPG","ACAD_081_UR_20240620.JPG"
"ACAD-082","ACAD","3","Mesic- Moist Slopes and Coves","Parked on Duckbrook road,and paced 100 meters","Northeast facing rocky hardwood slope.  Japanese barberry, exotic honeysuckle, and possibly rosa multiflora present in plot.",2024,44.390736,-68.227031,FALSE,21,2,0.1,4,4,30,27,"ACAD_082_BL_20240620.JPG","ACAD_082_BR_20240620.JPG","ACAD_082_UL_20240620.JPG","ACAD_082_UR_20240620.JPG"
"ACAD-083","ACAD","3","Mesic- Flatwoods","Park at Lakewood ledges parking area.  Walk 50m north.","Mixed conifer & hardwood, minimal understory, lots of ants 2012.  Metal fence going through plot.  Ant hill in bottom right corner.  Don't dig for the rebar, detector should find it if the stake has since disappeared. 2016. 2021- Red ants were no longer present.",2024,44.41291,-68.269444,FALSE,13,4,0,1,2,10,10,"ACAD_083_BL_20240627.JPG","ACAD_083_BR_20240627.JPG","ACAD_083_UL_20240627.JPG","ACAD_083_UR_20240627.JPG"
"ACAD-084","ACAD","3","Mesic- Flatwoods","Using Lakewood Rd, access the social trail towards the pond from a grassy pull-out on the left. Then skirt the lake/pond along the east side towards the southern end. Turn up a old, abandoned road to approach the plot.","Oaks, maples, pine, spruce on a ridge",2024,44.405071,-68.265673,FALSE,22,10,0,0,0,4,8,"ACAD_084_BL_20240627.JPG","ACAD_084_BR_20240627.JPG","ACAD_084_UL_20240627.JPG","ACAD_084_UR_20240627.JPG"
"ACAD-085","ACAD","3","Xeric- Dry Slopes","Park @ Sand Beach Parking Lot.  Hike up Beehive Trail.","Open understory, small boulderfield, birch/red maple stand.",2024,44.331196,-68.187601,FALSE,28,1,0,18,8,14,10,"ACAD_085_BL_20240625.JPG","ACAD_085_BR_20240625.JPG","ACAD_085_UL_20240625.JPG","ACAD_085_UR_20240625.JPG"
"ACAD-086","ACAD","3","Xeric- Dry Slopes","park on otter cliffs rd. and hike up slope.
Noticed a well used social trail about 5m away from east side of plot, took it down to the road.","Thin soil and rock slope. Betula pop & pap.  Vaccinium angustifolium in fruit along the way!! Stand mostly open grown woodland.",2024,44.334409,-68.197617,FALSE,11,1,0,45,15,16,11,"ACAD_086_BL_20240625.JPG","ACAD_086_BR_20240625.JPG","ACAD_086_UL_20240625.JPG","ACAD_086_UR_20240625.JPG"
"ACAD-087","ACAD","3","Mesic- Flatwoods","Park on Park Loop Rd. before Sand Beach parking.","Trees tagged starting in bottom right.  Big tooth aspen stand.  Many large boulders right outside of plot. Trees tagged starting in bottom right.",2024,44.337462,-68.185056,FALSE,20,6,0,6,6,18,11,"ACAD_087_BL_20240625.JPG","ACAD_087_BR_20240625.JPG","ACAD_087_UL_20240625.JPG","ACAD_087_UR_20240625.JPG"
"ACAD-088","ACAD","3","Mesic- Flatwoods","Park at lower Hadlock pond, walk North on trail by the edge of the pond, (you should pass Digby lodge on your right) until ~65m from plot, and bush whack remaining 65m.","Center in small bowl and clearing.  Down slope= +6. Likely vernal pool in plot center/bottom though dry in 2016.",2024,44.311666,-68.286964,FALSE,29,2,0,0,3,5,11,"ACAD_088_BL_20240709.JPG","ACAD_088_BR_20240709.JPG","ACAD_088_UL_20240709.JPG","ACAD_088_UR_20240709.JPG"
"ACAD-089","ACAD","3","Xeric- Dry Slopes","park on rt. 3, hike upslope 300 meters. Take social trail up to carriage road; trailhead located just south of house across road from driveway.","Rocky mound on rocky hill - spruce.",2024,44.339755,-68.2942,FALSE,15,0,0,8,1,8,10,"ACAD_089_BL_20240709.JPG","ACAD_089_BR_20240709.JPG","ACAD_089_UL_20240709.JPG","ACAD_089_UR_20240709.JPG"
"ACAD-090","ACAD","3","Xeric- Dry Slopes","150 m up Duck Mt. Trail","Leaf loss may be caused by dwarf mistletoe-some brooms present. Steep slope, some rock talus through right side of plot.",2024,44.026394,-68.649807,FALSE,17,3,0,11,9,5,3,"ACAD_090_BL_20240701.JPG","ACAD_090_BR_20240701.JPG","ACAD_090_UL_20240701.JPG","ACAD_090_UR_20240701.JPG"
"ACAD-091","ACAD","4","Mesic- Moist Slopes and Coves","Duck harbor trail to cut in. 170m in from trail (about 290 degrees in when the distance starts to count up.","Spruce stand on edge of pitch pine woodland.  Aspect data was not collected.  2013: visited after heavy storm, vernal pool surounding plot center. Boots were very useful.",2025,44.03257,-68.649658,FALSE,19,2,0,1,10,7,7,"ACAD_091_BL_20250701.JPG","ACAD_091_BR_20250701.JPG","ACAD_091_UL_20250701.JPG","ACAD_091_UR_20250701.JPG"
"ACAD-092","ACAD","3","Xeric- Dry Slopes","Park at gate off of Breakneck Rd. Follow trail and logging road vearing right.","East-facing spruce-oak slope",2024,44.400359,-68.259479,FALSE,19,1,0,1,4,7,4,"ACAD_092_BL_20240627.JPG","ACAD_092_BR_20240627.JPG","ACAD_092_UL_20240627.JPG","ACAD_092_UR_20240627.JPG"
"ACAD-093","ACAD","3","Xeric- Dry Slopes","Walked Aunt Betty Pond carriage trail from HQ employee trail.  Took a right at intersection and headed in 230 m from road.","Oak red maple forest on rocky slope with Kalmia angustifolia and Vaccinium angustifolium understory. Yellow jacket hive still on plot but now in fallen log near Tree 3.",2024,44.36614,-68.275045,FALSE,11,0,0,14,5,13,5,"ACAD_093_BL_20240624.JPG","ACAD_093_BR_20240624.JPG","ACAD_093_UL_20240624.JPG","ACAD_093_UR_20240624.JPG"
"ACAD-094","ACAD","3","Xeric- Dry Slopes","Walked Eagle Lake Carriage Road from ACAD HQ employee trail.","Plot center stake is leaning.  Base of the stake is true plot center.  Upper center is at tip of stake (30cm past where true UC is located at 350 degrees.)  Upper left offset 10.47m, 316.3 degrees from plot center, instead of 10.61 at 315 degrees.  Paint marked an X on the rock where true upper left is.. Red spruce/white pine woodland with large rocky outcrop in plot.  Determined to be >25% cover of tree species. 2016 - no center stake found. Reset center as best we could, bent rebar and short white fiberglass stake at center.",2024,44.367592,-68.258749,FALSE,10,1,0,9,3,9,7,"ACAD_094_BL_20240620.JPG","ACAD_094_BR_20240620.JPG","ACAD_094_UL_20240620.JPG","ACAD_094_UR_20240620.JPG"
"ACAD-095","ACAD","3","Hydric- Swamps/Bogs","parked at wonderland trail and walked through dense nemopanthus for ~20m then through bog.  Plot is at edge of open bog in dense spruce.","Stunted black spruce bog- very dense understory (spruce), but few trees over 10cm dbh.",2024,44.235387,-68.321646,FALSE,5,0,0,3,80,17,2,"ACAD_095_BL_20240618.JPG","ACAD_095_BR_20240618.JPG","ACAD_095_UL_20240618.JPG","ACAD_095_UR_20240618.JPG"
"ACAD-096","ACAD","3","Xeric- Dry Slopes","Parked at bald mountain parking area, and hiked 230m west.","Rocky slope with red spruce and paper birch forest. 2021- changed orientation from 50 to 46",2024,44.287324,-68.389945,FALSE,27,2,0,18,6,12,16,"ACAD_096_BL_20240619.JPG","ACAD_096_BR_20240619.JPG","ACAD_096_UL_20240619.JPG","ACAD_096_UR_20240619.JPG"
"ACAD-097","ACAD","3","Mesic- Flatwoods","Follow Nat. Merchant trail <1km","Perrenial stream located just outside of plot. Dense spruce thicket with sparse understory plants.",2024,44.032517,-68.627257,FALSE,46,2,0,0,19,2,3,"ACAD_097_BL_20240703.JPG","ACAD_097_BR_20240703.JPG","ACAD_097_UL_20240703.JPG","ACAD_097_UR_20240703.JPG"
"ACAD-098","ACAD","2","Mesic- Moist Slopes and Coves","Just off the median ridge trail. Take Long pond trail or nat merchant to intersect.","Missing Physiographic class data, A. Vincello, 5/13/2009.",2023,44.040336,-68.628494,FALSE,22,6,0,14,1,14,6,"ACAD_098_BL_20230627.JPG","ACAD_098_BR_20230627.JPG","ACAD_098_UL_20230627.JPG","ACAD_098_UR_20230627.JPG"
"ACAD-099","ACAD","3","Mesic- Moist Slopes and Coves","IAH: Hike Bowditch Trail to top of Jerusalem Mountain and bushwhack 250m downhill on East Side.","UL Regen located at 4m and 312 degrees instead of 315 because of a large spruce in way.  Spruce slope with blowdowns.",2024,44.049729,-68.620908,FALSE,9,6,0,24,2,7,11,"ACAD_099_BL_20240702.JPG","ACAD_099_BR_20240702.JPG","ACAD_099_UL_20240702.JPG","ACAD_099_UR_20240702.JPG"
"ACAD-100","ACAD","3","Mesic- Moist Slopes and Coves","IAH: Hike up Bowditch trail, and cut into woods 150m.","Half of plot has steep slope, other half is a bench.",2024,44.054377,-68.627183,FALSE,19,6,0,0,4,9,8,"ACAD_100_BL_20240702.JPG","ACAD_100_BR_20240702.JPG","ACAD_100_UL_20240702.JPG","ACAD_100_UR_20240702.JPG"
"ACAD-101","ACAD","3","Mesic- Moist Slopes and Coves","Canoe about 1 km (as crowflies) south down Bass Harbor Marsh. Put in canoe at either bridge in Tremont. Best to go at mid-tide (worked well w/ 4:30am high tide).","Lots of mosquitos. Heavy spruce understory.",2024,44.262042,-68.342687,FALSE,35,1,0,0,10,4,4,"ACAD_101_BL_20240708.JPG","ACAD_101_BR_20240708.JPG","ACAD_101_UL_20240708.JPG","ACAD_101_UR_20240708.JPG"
"ACAD-102","ACAD","3","Hydric- Swamps/Bogs","short canoe trip up buttermilk creek. Put in canoe at either bridge in Tremont. Best to go at mid-tide (worked well w/ 4:30am high tide).","Very moist organic soil - sphagnum moss covers the plot. Maples and spruces.",2024,44.268329,-68.352603,FALSE,18,19,0.1,64,3,26,4,"ACAD_102_BL_20240708.JPG","ACAD_102_BR_20240708.JPG","ACAD_102_UL_20240708.JPG","ACAD_102_UR_20240708.JPG"
"ACAD-103","ACAD","3","Mesic- Moist Slopes and Coves","Just off of 102","Pole-sized red spruce/balsam fir stand, mossy understory with regenerating fir; orientation reset from 360 because stakes were consistently short by 7-8 degrees",2024,44.34959,-68.376916,FALSE,7,10,0,25,8,3,8,"ACAD_103_BL_20240619.JPG","ACAD_103_BR_20240619.JPG","ACAD_103_UL_20240619.JPG","ACAD_103_UR_20240619.JPG"
"ACAD-104","ACAD","3","Hydric- Swamps/Bogs","off of access road near Pretty Marsh. Walk in along west side of wetland and then cut in when perpendicular to plot.","Cedar/black spruce swamp with sphagnum, fern understory. Orientation changed from 360 to 2. Knee boots recommended.",2024,44.332501,-68.388273,FALSE,26,7,0,2,5,35,10,"ACAD_104_BL_20240618.JPG","ACAD_104_BR_20240618.JPG","ACAD_104_UL_20240618.JPG","ACAD_104_UR_20240618.JPG"
"ACAD-105","ACAD","3","Mesic- Moist Slopes and Coves","Park at pullout perpendicular to plot, about 250 meters from the plot. Hike towards plot and cross stream which was wet but passable. Boots if wet year.","Moist moss covered spruce slope.",2024,44.323075,-68.383329,FALSE,15,6,0,212,4,17,2,"ACAD_105_BL_20240618.JPG","ACAD_105_BR_20240618.JPG","ACAD_105_UL_20240618.JPG","ACAD_105_UR_20240618.JPG"
"ACAD-106","ACAD","3","Xeric- Dry Slopes","Off Bald Mt. trail about 200m","Exposed slope woodland with southwest aspect. Mixed forest type.",2024,44.295096,-68.388699,FALSE,11,1,0,1,1,16,6,"ACAD_106_BL_20240617.JPG","ACAD_106_BR_20240617.JPG","ACAD_106_UL_20240617.JPG","ACAD_106_UR_20240617.JPG"
"ACAD-107","ACAD","3","Mesic- Moist Slopes and Coves","Park at AcadiaMtn parking, take (walk) Man O War fire road to Valley Peak trail.","NW  softwood slope w  spruce and fir regen. BR stake is offset at 312 degrees due to rock (set in 2012). Spray painted true location but don't think it will last since on moss.",2024,44.315021,-68.322033,FALSE,19,6,0,40,12,10,6,"ACAD_107_BL_20240702.JPG","ACAD_107_BR_20240702.JPG","ACAD_107_UL_20240702.JPG","ACAD_107_UR_20240702.JPG"
"ACAD-108","ACAD","3","Mesic- Flatwoods","Take Seal Cove Road to Western Mt. Road","Spruce (hybrid?) stand with mossy understory. Changed orientation from 360 to 356 - 2021.",2024,44.280907,-68.362453,FALSE,17,6,0,57,17,8,5,"ACAD_108_BL_20240617.JPG","ACAD_108_BR_20240617.JPG","ACAD_108_UL_20240617.JPG","ACAD_108_UR_20240617.JPG"
"ACAD-109","ACAD","3","Mesic- Moist Slopes and Coves","Park on park loop road next to the day mountain loop carraige road connector, then hike about 600m using day mt trail to plot.","Spruce stand on ledgey top of Day Mt. UL microplot and UC stakes flush with the ground. ML offset at 6.7m and 94.2 degrees, but correct location marked with green spray paint X.",2024,44.311281,-68.231849,FALSE,14,3,0,22,1,12,6,"ACAD_109_BL_20240626.JPG","ACAD_109_BR_20240626.JPG","ACAD_109_UL_20240626.JPG","ACAD_109_UR_20240626.JPG"
"ACAD-110","ACAD","3","Mesic- Moist Slopes and Coves","To avoid driving a carriage road, park at bubble pond carriage road entrance (inside gate). Take trail shortcut to bubble pond carriage road. Walk 2k to bubble pond trailhead, take trail to Canon Brook. Take old road bed when about 250m from plot. Follow old road until 25m till plot.","Mixed hardwood/spruce slope.",2024,44.333058,-68.23159,FALSE,18,0,0,14,26,6,6,"ACAD_110_BL_20240701.JPG","ACAD_110_BR_20240701.JPG","ACAD_110_UL_20240701.JPG","ACAD_110_UR_20240701.JPG"
"ACAD-111","ACAD","3","Xeric- Dry Slopes","Took hemlock trail to Dorr North Ridge Trail.  Plot is ~100m east of trail","MR and BR stakes are pretty loose because the soil is very thin.  Sampled witness tree for BR. Pitch pine woodland on rocky slope on northeast face of Dorr mountain",2024,44.361087,-68.216101,FALSE,40,0,0,1,9,18,12,"ACAD_111_BL_20240625.JPG","ACAD_111_BR_20240625.JPG","ACAD_111_UL_20240625.JPG","ACAD_111_UR_20240625.JPG"
"ACAD-112","ACAD","3","Xeric- Dry Tops","Off Cadillac North Ridge trail","Mixed hardwood rocky east facing slope.",2024,44.373614,-68.228574,FALSE,12,4,0,18,4,17,3,"ACAD_112_BL_20240709.JPG","ACAD_112_BR_20240709.JPG","ACAD_112_UL_20240709.JPG","ACAD_112_UR_20240709.JPG"
"ACAD-113","ACAD","3","Mesic- Moist Slopes and Coves","park at western mt. trailhead and walk 1 km up trail. Bushwack 700 m SW.","Dense spruce regen on slope interspersed with white cedar.",2024,44.306009,-68.377302,FALSE,16,3,0,5,16,8,10,"ACAD_113_BL_20240619.JPG","ACAD_113_BR_20240619.JPG","ACAD_113_UL_20240619.JPG","ACAD_113_UR_20240619.JPG"
"ACAD-114","ACAD","3","Mesic- Moist Slopes and Coves","take western mt. trail about 1.5 km","Cedar slope with few rocks.",2024,44.308938,-68.36472,FALSE,32,1,0,8,0,5,8,"ACAD_114_BL_20240619.JPG","ACAD_114_BR_20240619.JPG","ACAD_114_UL_20240619.JPG","ACAD_114_UR_20240619.JPG"
"ACAD-115","ACAD","3","Mesic- Moist Slopes and Coves","park on Rt. 3 btwn high school and HQ. Enter woods on south side of road and walk 450 m at 130 degrees. 2012.  Bring boots if it has been a wet year.  Multiple dense sphagnum bowls along the way.  Boots were not necessary in 2016. 2016.","Rocky woods mix conifer/hardwood",2024,44.372457,-68.287519,FALSE,18,1,0,2,2,7,5,"ACAD_115_BL_20240624.JPG","ACAD_115_BR_20240624.JPG","ACAD_115_UL_20240624.JPG","ACAD_115_UR_20240624.JPG"
"ACAD-116","ACAD","3","Mesic- Floodplains/Bottomlands","down hadlock trail from carriage road 250 meters. Plot on left.","Slope down to perrenial stream, mixed hardwood. Changed orientation from 335 to 330. BR stake is painted on a rock and in stream.",2024,44.3288,-68.282868,FALSE,13,0,0,39,3,10,16,"ACAD_116_BL_20240626.JPG","ACAD_116_BR_20240626.JPG","ACAD_116_UL_20240626.JPG","ACAD_116_UR_20240626.JPG"
"ACAD-117","ACAD","3","Xeric- Dry Tops","Drive up Cadilac Summit Rd. Walk 30 m from road down slope.","Near summit of Cadilac Mt. Rocky top with stunted woodland. Trail runs through bottom of plot.

Plot center approximately 0.5 m from circluar green paint mark on granite, UR Micro indicated by green 'X' mark, MR staked with a very short white stake in trail (but no rebar) approximately 30cm from blue trail blaze. UC, UR, BC, ML, UL, UL micro have  white stakes and rebar, but BR, BL, UR micro, BC micro do not (paint marks or trail blazes instead). BC Micro signified with a white paint mark near cairn. BL is signified with a green paint mark.",2024,44.348614,-68.228777,TRUE,8,0,0,1,16,20,11,"ACAD_117_BL_20240625.JPG","ACAD_117_BR_20240625.JPG","ACAD_117_UL_20240625.JPG","ACAD_117_UR_20240625.JPG"
"ACAD-118","ACAD","3","Mesic- Moist Slopes and Coves","hike up maple spring trail 180 m. Up giant slide trail a few meters, plot on left.","Upslope from small ravine. Large boulder at upper center. Mixed conifer and hardwood.  Trail  runs through east side of plot (right over MR Quad).",2024,44.333483,-68.281682,FALSE,20,1,0,7,5,8,7,"ACAD_118_BL_20240626.JPG","ACAD_118_BR_20240626.JPG","ACAD_118_UL_20240626.JPG","ACAD_118_UR_20240626.JPG"
"ACAD-119","ACAD","3","Mesic- Floodplains/Bottomlands","Drve up Hio Rd from Seawall - 120m from road","Wet bottomland with sphagnum and skunk cabbage - mixed conifer hardwood.  Changed orientation from 360 to 6 degrees. 2016.",2024,44.25571,-68.325208,FALSE,33,2,0,10,12,14,11,"ACAD_119_BL_20240702.JPG","ACAD_119_BR_20240702.JPG","ACAD_119_UL_20240702.JPG","ACAD_119_UR_20240702.JPG"
"ACAD-120","ACAD","3","Mesic- Flatwoods","take wonderland trail - plot is about 170m  SW from trail","Not far from coast. Mesic area boardered by dry slopes. 2012- Changed orientation from 54 to 67. 2016-- We changed orientation to 56. 2021 - confirmed orientation is 56. Was 67 in the database.",2024,44.232249,-68.31174,FALSE,9,4,0,3,3,20,5,"ACAD_120_BL_20240618.JPG","ACAD_120_BR_20240618.JPG","ACAD_120_UL_20240618.JPG","ACAD_120_UR_20240618.JPG"
"ACAD-121","ACAD","3","Xeric- Dry Slopes","Off of Eagle Lake Trail from carriage road","Dry, open SW slope, mixed conifer and hardwood.",2024,44.358222,-68.256283,FALSE,18,0,0,13,12,20,8,"ACAD_121_BL_20240624.JPG","ACAD_121_BR_20240624.JPG","ACAD_121_UL_20240624.JPG","ACAD_121_UR_20240624.JPG"
"ACAD-122","ACAD","3","Mesic- Moist Slopes and Coves","Take hiking trail off of Seal Cove roads","East facing softwood/maple forest with striped maple in understory.",2024,44.294982,-68.366099,FALSE,26,7,0,28,10,8,8,"ACAD_122_BL_20240617.JPG","ACAD_122_BR_20240617.JPG","ACAD_122_UL_20240617.JPG","ACAD_122_UR_20240617.JPG"
"ACAD-123","ACAD","3","Mesic- Floodplains/Bottomlands","park on carrige rd south of aunt betty pond and hike 400 meters east to plot.","Spruce forest on edge of wet field.",2024,44.361341,-68.263735,FALSE,23,4,0,4,3,10,15,"ACAD_123_BL_20240624.JPG","ACAD_123_BR_20240624.JPG","ACAD_123_UL_20240624.JPG","ACAD_123_UR_20240624.JPG"
"ACAD-124","ACAD","3","Mesic- Flatwoods","Park on carrige road and hike 75 meters down trail.","MR in middle of trail, so offset to 6.5 and 248 degrees. - This is the inner middle edge of the quad. BC was previously offset, but offset was in the middle of the trail (???). Now at 338 degrees and 7.5 m at edge of trail. Only rebar at BC. BL is at edge of trail and only about 1cm above ground. UR micro under large Betula papyifera CWD. Only rebar at B micro.

Open understory, large old conifers.  Trail and steep slope at bottom of plot.",2024,44.311503,-68.267004,FALSE,13,0,0,10,5,7,5,"ACAD_124_BL_20240626.JPG","ACAD_124_BR_20240626.JPG","ACAD_124_UL_20240626.JPG","ACAD_124_UR_20240626.JPG"
"ACAD-125","ACAD","3","Mesic- Flatwoods","park in pulloff next to bridge on seal cove road. Walk 25 ish m west on road until you see large rock and old road on the left. Follow old road most of the way to the plot.","Spruce canopy with some gaps. Lots of fir regen, moss groundcover. Orientation changed from 360 to 3 - 2021",2024,44.274724,-68.36762,FALSE,20,1,0,153,9,5,8,"ACAD_125_BL_20240617.JPG","ACAD_125_BR_20240617.JPG","ACAD_125_UL_20240617.JPG","ACAD_125_UR_20240617.JPG"
"ACAD-126","ACAD","3","Mesic- Moist Slopes and Coves","Off of Eagle Lake carriage roads","Young birch stand on northern slope. Dense herb layer.",2024,44.352117,-68.271379,FALSE,10,2,0,39,20,25,12,"ACAD_126_BL_20240624.JPG","ACAD_126_BR_20240624.JPG","ACAD_126_UL_20240624.JPG","ACAD_126_UR_20240624.JPG"
"ACAD-127","ACAD","4","Mesic- Rolling Uplands","Park at Ealge Lake parking lot and walk along E carriage trail.","Picea rubens dominated with declining Populus grandidentata.",2025,44.367521,-68.24369,FALSE,22,1,0,2,9,9,7,"ACAD_127_BL_20250626.JPG","ACAD_127_BR_20250626.JPG","ACAD_127_UL_20250626.JPG","ACAD_127_UR_20250626.JPG"
